video_id,publishDates,authorName,comments,likeCount
Beld090NIoo,2023-05-13T09:18:40Z,autechrr,"The music is great, but zero DJ skills. Literally just waiting till the song is ending then playing another one. No beat matching, no looking for creative ways to mix things no challenging ways to introduce new tracks...",0
Beld090NIoo,2023-05-12T21:29:02Z,Rod Nee,Vinyl maybe bad for your health... but it will never die as long as people remember... this is a skill and artistic talent.,0
Beld090NIoo,2023-05-12T15:19:07Z,meatebutouy,"Gott sei Dank gibt es noch leichtere Wege, &quot;Geld&quot; zu verdienen, als vor 2 Plattenspielern rumzuzappeln und ADHs mäßig ein paar Knöpfe zu drehen, ohne das der Sound sich ändert. Einfach mal gut investiert zwischen 20 und 30 und die Sache war durch.",0
Beld090NIoo,2023-05-12T15:17:56Z,eXo,"Soundgasm approved <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",0
Beld090NIoo,2023-05-12T14:54:37Z,Aaron,"great music, but damn i swear all DJ&#39;s do is pretend to be doing more than they are. literally pretending to turn that knob every 5 secs",0
Beld090NIoo,2023-05-12T14:29:17Z,Random,perfect for my home office funky party 🩲,0
Beld090NIoo,2023-05-12T13:48:06Z,ImIoOImI,"has a nice groove to it, thank you.",0
Beld090NIoo,2023-05-12T13:30:43Z,Pinky Lai,... especially the hanging ones.,0
Beld090NIoo,2023-05-12T13:30:02Z,Pinky Lai,"I like the audience in her room, very special and cool.",0
Beld090NIoo,2023-05-11T17:16:35Z,fartparticles,"So, she plays records... who cares? My Spotify playlist does this too, but it&#39;s less cringey.",0
Beld090NIoo,2023-05-11T13:50:41Z,caniloup,Excellent,0
Beld090NIoo,2023-05-11T12:02:36Z,Boy Baangu,❤❤❤,0
Beld090NIoo,2023-05-11T10:31:28Z,JESUS versus the world,That’s not a  DJ 😂😂 A DJ mixes records 🤦‍♀️🤦‍♀️ Larry Levan anyone,1
Beld090NIoo,2023-05-11T10:17:14Z,BlackCountryStrong,Fantastic Mix,1
Beld090NIoo,2023-05-11T08:36:07Z,꧁𝐌𝐨𝐝𝐞𝐫𝐧 𝐌𝐲𝐬𝐭𝐢𝐜꧂,My kind of vibe! Aliens where you at 👽🛸,0
Beld090NIoo,2023-05-10T15:04:10Z,Hyper1,"the best apresentation on this channel, great job!.",0
Beld090NIoo,2023-05-10T13:55:22Z,mag mark,Green no shoes mixxx! Go girl :),0
Beld090NIoo,2023-05-10T13:18:39Z,Exequiel Cifre Eberhardt,WOW!,0
Beld090NIoo,2023-05-10T01:45:46Z,Chris Anderson,Soo good,0
Beld090NIoo,2023-05-10T00:49:59Z,Acauã Ferreira,wonderfull liciaaa,0
Beld090NIoo,2023-05-09T22:39:23Z,Traceur,"C&#39;est bien, tu fais tourner deux galettes et tu fais semblant de toucher à un potard de temps en temps pour faire comme si tu t&#39;y connaissais ! Tu peux prendre un carton d&#39;acide entre deux coups de chiffon ! Ah sacrés hippies ! On va aller loin avec vous !!🤣🤣🤣",0
Beld090NIoo,2023-05-09T20:47:39Z,Cooler King,Enjoyed that.  Thanks very much.,0
Beld090NIoo,2023-05-09T14:43:29Z,BLACK BONN,"DJs ain&#39;t no artist, pushing and tweaking buttons ain&#39;t no talent.",0
Beld090NIoo,2023-05-08T14:31:17Z,Wilson's Head,this is trash so the main mix that everyone is so impressed with is her pushing the play button on the record player WOW that some skill there. but good job i guess the production was clean,1
Beld090NIoo,2023-05-08T14:20:13Z,El Mau,"Jazz with out musicians, ok 🤣",0
Beld090NIoo,2023-05-08T14:02:16Z,John Doe,I can smell the armpits from here,0
Beld090NIoo,2023-05-08T12:37:28Z,M,"I knew the last track from Soul Kitchen&#39;s soundtrack, great movie, great music.",0
Beld090NIoo,2023-05-07T22:11:37Z,Jazzy,🔥🔥🔥,0
Beld090NIoo,2023-05-07T21:06:53Z,oG3SUSo,Get some milk!,0
Beld090NIoo,2023-05-07T20:55:23Z,Rainna Coelho,What’s the first record on the left?,0
Beld090NIoo,2023-05-07T20:24:32Z,Nads,I’m loving this - south Asian instruments &amp; dub what a stunning video and lovely way to end the weekend here in the uk (after the coronation weekend),0
Beld090NIoo,2023-05-07T16:25:37Z,duncan maclachlan,"Ruined with ads , why even bother posting  a buzz killer .",0
Beld090NIoo,2023-05-07T13:56:54Z,Jeremiah Ross,Do you ever mix?,0
Beld090NIoo,2023-05-07T11:27:49Z,JB,Nice earning source 😅😊,0
Beld090NIoo,2023-05-07T05:23:16Z,Harvey Cent,not much mixing going on lol<br><br>great selection of tracks tho,1
Beld090NIoo,2023-05-06T13:36:58Z,Zola Lydia,any advert free options?,0
Beld090NIoo,2023-05-06T09:56:11Z,WH Lewis,Sahara 72 is an absolute steamer.  mahalo for these vibes,0
Beld090NIoo,2023-05-06T09:47:13Z,Shiv,"Such a tidy set up, ohh <br>&lt;3",0
Beld090NIoo,2023-05-06T07:14:53Z,P.I.S. records netlabel,muy interesante sonidos,0
Beld090NIoo,2023-05-06T04:57:27Z,Daniel Bunton,Analogue*,0
Beld090NIoo,2023-05-06T04:45:03Z,dlxx,Listening to this with my 15 month old,0
Beld090NIoo,2023-05-05T13:13:12Z,Knight,What mixer is that,0
Beld090NIoo,2023-05-05T12:50:25Z,Sir William S,"Who would have thought that to video  a person just by playing records of awesome music would become somewhat a star. I played tons of records as a kid mostly 70s jazz funk and Afro pop ,,I guess I was a 10 yr old star too,, dig it",0
Beld090NIoo,2023-05-05T00:49:52Z,Jaime Ortiz,THIS MUSIC IS WACK,0
Beld090NIoo,2023-05-04T12:58:27Z,Kristin Evey,@Millie McKee- I absolutely love this set! Thank you for this. Where can I find more of your sets?,0
Beld090NIoo,2023-05-04T08:41:20Z,Emiliano Zapata,Dakadak a Dakakatatakadadak da da dakadat dadaaaaaa &lt;3,0
Beld090NIoo,2023-05-03T19:39:16Z,Oakheart,Thanks,0
Beld090NIoo,2023-05-03T18:29:37Z,Skylar Fynboh,How was this a failure. Its a smashing success.,0
Beld090NIoo,2023-05-03T15:42:10Z,Abigail Paul,It&#39;s irritating to have ads popping up mid-video every few minutes.,0
Beld090NIoo,2023-05-02T12:08:34Z,Andrea Mura,Banger!,0
Beld090NIoo,2023-05-02T12:04:26Z,Alexa Claire,Its so crazy the amount of amazing music i have never listened to before or even heard of. I love this so much,29
Beld090NIoo,2023-05-02T11:54:03Z,JSchlo401,🔥🔥🔥🔥🔥,0
Beld090NIoo,2023-05-02T01:25:48Z,BGM Relaxing Jazz,"Really enjoyable tunes, thank you!",0
Beld090NIoo,2023-05-01T22:08:25Z,MPS,need more from millie,0
Beld090NIoo,2023-05-01T16:58:02Z,NYTRID,"Thank you, Millie. This tracks are life saver❤ from 🇮🇳",0
Beld090NIoo,2023-05-01T14:44:28Z,Senka Puhalo,Wooooooow🎉,0
Beld090NIoo,2023-05-01T05:53:47Z,Dylan Mertz,The fact she has a Eventide Space reverb wins my heart.,1
Beld090NIoo,2023-04-30T23:04:14Z,jerry horan,Vibin🪷,0
Beld090NIoo,2023-04-30T20:16:55Z,Tomahawk Brim,Fuxk I been trying to find this vibe for months FINALLy I love this,0
Beld090NIoo,2023-04-30T03:42:30Z,Khalil Chahbani kanun player K.K.C,Yes thank you ❤❤,0
Beld090NIoo,2023-04-29T21:23:44Z,Marie N.V,Mmmmmm ♥️,0
Beld090NIoo,2023-04-29T20:55:49Z,BigMuff75,"Great set. Full analog goodness. Before AD conversion, of course.^^",0
Beld090NIoo,2023-04-29T19:49:38Z,20 2One,Earth warming..! 🎉🎈🏝🎶🍾,0
Beld090NIoo,2023-04-29T13:50:28Z,Bernardo Berbari,!!!,0
Beld090NIoo,2023-04-28T21:21:41Z,Iadora's Journey,"Ooooooohhhhh yesssss, some nice ol&#39; school DJing with music of a certain cultural depth🙏And I love the fact that a woman is turning the vinyls and giving&#39; some good vibes! Thank you Millie McKee!👍😎",1
Beld090NIoo,2023-04-28T21:11:29Z,Carol Benevides,"Amazing. I love women DJs around the world. One day it&#39;ll be me somewhere playing good jams. Thank you, Millie.",8
Beld090NIoo,2023-04-28T19:34:43Z,no_brain,I´m so glad I found your channel. It introduces me to amazing artists and keeps me going through my exam weeks and learning.,1
Beld090NIoo,2023-04-28T18:11:11Z,Jon JON,nice❤,0
Beld090NIoo,2023-04-28T06:13:46Z,桑名ファミリーKUWANA family [official],PEACE  &amp;  Love  😃🌎🌈,0
Beld090NIoo,2023-04-27T17:23:37Z,Alone Jazz Soul,Over serious of relaxation love it.,0
Beld090NIoo,2023-04-27T06:15:19Z,vinny bis,My compliments to &quot;My Analog Journal&quot;. I have a technical question. The Dorothy Ashby track is played from a remastered reissue ?<br>thanks,0
Beld090NIoo,2023-04-26T14:03:37Z,Eddy C,Qu&#39;est ce qu&#39;elle est belle.,0
Beld090NIoo,2023-04-26T07:55:37Z,Lee Evans,"My little boy and I chill to this on the school runs , sorts his start right out .",0
Beld090NIoo,2023-04-25T22:10:04Z,Mauricio,this is my type of spiritual jazz groove,0
Beld090NIoo,2023-04-25T19:13:46Z,Che Guebuddha,"Yes, please! :)  Thank you!",0
Beld090NIoo,2023-04-25T13:09:38Z,sai vineet,WOW! 🙏🏽,0
Beld090NIoo,2023-04-25T12:51:22Z,FCDad,"This whole set, OMG.  This is so brilliant! <br><br>That takes some serious skill blending these two styles so seamlessly. After I&#39;m done listening to this set I&#39;m looking this DJ up. I want more!",7
Beld090NIoo,2023-04-25T12:32:52Z,Алексей Теплотехник,Какие офигенные трэки!,0
Beld090NIoo,2023-04-25T11:39:12Z,gulce yaman,"thank you for that one hour pure enjoyment,, so happy to meet that channel",0
Beld090NIoo,2023-04-25T09:47:03Z,Jishnu,So smoooothhhh omg ❤,0
Beld090NIoo,2023-04-25T06:43:07Z,nicolakiss,she is dope,0
Beld090NIoo,2023-04-25T03:49:07Z,Ali Be,😂,0
Beld090NIoo,2023-04-24T17:55:51Z,NateMcMurph,"Wow, nice plants!",0
Beld090NIoo,2023-04-24T16:00:09Z,Jon Harmon,nice room but i have having speakers behind me.  feels all wrong.   Love that she&#39;s got the eventide pedal there.  Have not seen anyone use gtr pedals in table setups.  awesome!,0
Beld090NIoo,2023-04-24T14:25:07Z,Vaporisateur Cannabis Tests & Conseils,10 times listening! Even  better :),0
Beld090NIoo,2023-04-23T23:47:07Z,nonstop aka shai lee,"Good music...vinyl set, psychedelic alright&quot;  not mixing it😮",0
Beld090NIoo,2023-04-23T21:02:24Z,Eylül,uzun zamandır bu kadar ıslanmamıştım( dans etmekten terledim),0
Beld090NIoo,2023-04-23T06:33:38Z,KloudKidOfficial,"<a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>",0
Beld090NIoo,2023-04-23T06:15:20Z,Dmitriy K,Best set here on channel,0
Beld090NIoo,2023-04-22T15:44:24Z,Andrew,hipsters really found a lane with this vibe,0
Beld090NIoo,2023-04-22T06:38:54Z,Nikita Poliakov,Wunderbar music set. My morning mood was set up for the day! Keep on going! Got my sub,0
Beld090NIoo,2023-04-21T09:56:22Z,DJ Sarumawashi,WHAT A GAME!!!🤩🤩🤩,0
Beld090NIoo,2023-04-18T12:30:24Z,iradmanovac,LOVE THIS,0
Beld090NIoo,2023-04-16T23:04:29Z,Fillipy Klein,Nice!,0
Beld090NIoo,2023-04-16T19:34:15Z,SPORTING FEMALE LEGENDS,"Excellent tunes, i miss my records n 1210s. It&#39;s amazing how much better the music feels even post-compression and digitisation of this platform. Your house mates must be enjoying the ongoing bridge to beauty and chill",0
Beld090NIoo,2023-04-14T21:29:27Z,Miguel Bruno Lucas,You good souls should try 340ml a dub band from Mozambique,0
Beld090NIoo,2023-04-14T15:28:11Z,Vasilis Drosos,Outdated and will put a brown bag and cover my head/mind/face.... Bravo for the session and the epilogue !,0
Beld090NIoo,2023-04-12T15:30:37Z,Chip Sweaters: Energy Vampyre,That is one handsome woman.,0
Beld090NIoo,2023-04-12T02:32:16Z,Vicser,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=21m45s"">21:45</a>",1
Beld090NIoo,2023-04-11T23:30:46Z,Vicser,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=14m54s"">14:54</a> No me puedo sacar ese tema de la cabezaaaaaa",1
Beld090NIoo,2023-04-11T19:07:22Z,robert barbosa,"Another Bimbo making a fool out of herself, so sad. Court jester. You can do much better. Have some dignity.",0
Beld090NIoo,2023-04-11T18:27:34Z,Ryan Dury,"Bravo, loved the set &lt;3",0
Beld090NIoo,2023-04-11T16:53:13Z,Ryan Dury,Dang this is my vibe,0
Beld090NIoo,2023-04-11T15:35:26Z,Nancy Martinez,beautiful music! 🙏,0
Beld090NIoo,2023-04-11T12:56:42Z,Swede bug,Really nice set! :),0
Beld090NIoo,2023-04-10T06:55:38Z,Babs a,"yessss real music coming back, come on people &lt;3 go vegan :)))) conditioned into eating your childhood best friends :))) just like were conditioned to do lots of other evil behaviours, in our currently corruptly run world, wake up people, they&#39;re keeping us all asleep, do to terrible things... god bless her and her beautiful soul",0
Beld090NIoo,2023-04-09T09:52:33Z,Joncrowuk,stunning,0
Beld090NIoo,2023-04-08T11:02:15Z,William Goulart,fine songs! =],0
Beld090NIoo,2023-04-08T04:21:35Z,Osiris Camacho,te amo ok,0
Beld090NIoo,2023-04-07T19:29:55Z,Diego Oblitas,Magic,0
Beld090NIoo,2023-04-06T18:28:29Z,Alex Strugales,COOOOL,0
Beld090NIoo,2023-04-06T15:41:15Z,GeorgeMix,Vinyl Power,0
Beld090NIoo,2023-04-06T14:00:25Z,paolo biason,"what a crap. it&#39;s very simple this trick: you just have to take some nice teens and send them in front of a camera, even if they don&#39;t know how to mix records...... get the fuck outta my face.",0
Beld090NIoo,2023-04-05T20:24:56Z,9ASTARR13,DO you know the INTRO name ?,0
Beld090NIoo,2023-04-05T20:19:07Z,9ASTARR13,WOAW WHAT WAST HAT INTRO SONG ?,1
Beld090NIoo,2023-04-05T15:27:57Z,James Chamberlain,What!?!,0
